Class,Text
2,
7,
6,
5,
7,Is Bill Gates the richest person in history after adjusting for inflation? Who else would be on the list for consideration? \nIs inflation the only variable to take into account?\nWhat about people who lived before modern accounting and the known inflation index? It is thought that John D. Rockefeller is the richest man that ever lived (adjusted for inflation).  He paid for the creation of Rockefeller center in New York and started the University of Chicago with its initial endowment.  It would be very difficult to find someone richer than him from the eras before modern accounting.
10,
7,
2,"at what psi does water boil? I want to create enough pressure to cause water to boil You can't make water boil by compressing it directly.  If you compress it, but allow the hest caused by compressing to leave, then you'll get nothing.  It is possible if you have an insulated system to compress it in such a way that temperature of the water rises, but at higher pressures, the temperature needed to boil water increases.  If the water, once heated by comprsession, were to be rapidy brought to a lower pressure through a throttling valve, it could be vaporized.\n\nBut really, if you want water to boil, you should *DECREASE* the pressure.  In out space, water at room temperature would instantly boil due to the low pressure involved."
7,"How can I get a copy of a certain Days of Our Lives episode? The one of Brady and Chloe singing in the gazebo. They sang ""Sixteen going on Seventeen""  It aired back in 2001 I believe.  I haven't been able to find out anything so if anyone knows anything about how to go about getting a copy of this let me know. www.daysofourlives.com"
4,"How do you find out if, someone deceased, was in the military? As far as I know my deceased father was in the army. I have no family members who would know this information. I need it for college. It is documented On Blogger Offline every immediate release from DOD for US casulties are posted thier on average about 5-10 posts a day are immediate release.\n\nie, Casulty notice,Operations,Dod Imagery, and financial cost of some operations. LIVE via the feed subscribe to the feed if you want the stream live.\n\nhttp://e.my.yahoo.com/config/cstore?.opt=content&.url=http%3a//bloggeroffline.blogspot.com"
7,
7,How do u veiw someone's profile??????? When i try it does not work Usually you just click on thier name...but I don't know what does it say?
10,
2,"What is Chaos Theory? Explain in your own words? Your own words only! I can search google if i want to. I need someone to make me understand what i Chaos Theory all about? What exactly is chaos? The name ""chaos theory"" comes from the fact that the systems that the theory describes are apparently disordered, but chaos theory is really about finding the underlying order in apparently random data. \nWhen was chaos first discovered? The first true experimenter in chaos was a meteorologist, named Edward Lorenz. In 1960, he was working on the problem of weather prediction. He had a computer set up, with a set of twelve equations to model the weather. It didn't predict the weather itself. However this computer program did theoretically predict what the weather might be. \n\nOne day in 1961, he wanted to see a particular sequence again. To save time, he started in the middle of the sequence, instead of the beginning. He entered the number off his printout and left to let it run. \n\nWhen he came back an hour later, the sequence had evolved differently. Instead of the same pattern as before, it diverged from the pattern, ending up wildly different from the original. (See figure 1.) Eventually he figured out what happened. The computer stored the numbers to six decimal places in its memory. To save paper, he only had it print out three decimal places. In the original sequence, the number was .506127, and he had only typed the first three digits, .506.   ...(c this site)"
7,
1,
6,"who was the winning pitcher in the 1990 Carolina League Baseball Championship Game 5? Third baseman was Pete Rose jr., Shortstop was Ricky Guitierrez, Second Baseman was Tony Beasley, Manager was Wally Moon. Brian Finch"
5,"is qa.yahoo.com going to become the new wikipedia? should it be called Yahoopedia? :-) Doubtful, since Wikipedia is the source for many of the answers here. This format doesn't allow for the same degree of detail and digression as Wikipedia. \n\nHopefully it will be a complement to Wikipedia, allowing questioners to get to the heart of the information they're seeking quickly."
1,
8,Would you like to fill in the blanks below with a word that has the same meanings as the words on either side? (plunder)   ____________  (bag)\n(shoreline) ____________ (slide) 1. sack\n2. coast
9,"What are the stages to a long distance relationship? I just figured there were stages to every relationship and i was curious which one me and my boyfriend were on, and when we should move to the next. There are no such thing as stages that you should follow or you think you might be in but there are studies saying this and saying that... \n\nWhen you try to evaluate or compare your relationship to a stage or rule book then you will eventually look at your relationship as a mechanical or battery operated relationship... The one that is run by the book... And believe me its not fun and it wont last..."
6,
4,"Is it possible to explain logic to someone? How do you do it Logic is just another word for thinking and using the process of thinking things through to come up with conclusions.\n\nSo if the person is capable of thought, then they should be able to have logic explained to them."
4,
8,"why are celebrities lives so facinating? cant imagine careing about someone i have never met. i cannot even figure out how there are magizines devoted to this Celebrities are fascinating to people because they have talents (most of the time), good looks, and seem to lead a perfect life. wait..one more thing..sometimes it's okay to care about someone you've never met."
4,
5,"how can i move an image that i have scanned from the file in my computer to an email? how can i rotate the image?\nwhat would ""programming & design"" (under the ""computers & internet"" category) be? When you are composing your email, select attach file, press the browse button, go to the folder where you saved your scanned image, and select attach (or ok). I sugest you to reduce the image size to not make your email giantic and to not use to much inbox space\n\nget a program like irfanview (http://www.irfanview.com/), It allows you change your image, including rotate and resizing it.\n\nProgramming is the science (or art) to give a sequence os statements to be executed by and computer  and design refers about the ways you can design your programming project."
2,
10,
7,"What are u crazy about nowadays? It can be a movie, cartoon series, sport, book or any other hobby!!! I am in love with the Harry Potter series"
4,
7,"What do 15 year old girls want for Xmas? Urgent problem: I have 1 1/2 days to pick up gifts for my beloved just-turned-15 daughter. If I get her an iPod does anyone have any suggestions what to do -- or NOT to do? There are so many iPods I don't know where to begin. Also, what accessories do you need to go with the iPod?  We have a basic computer. Are there any other cool electronic gifts for 15 year old girls? Can't afford the ongoing expensive of a cellphone so a picturecamera is probably out of the question, but maybe a digital camera?  All advice welcomed.  T minus 2 and counting.... An ipod is a great gift.. I love mine and I never really go anywhere without it..you will need to download itunes on your computer so she can get music for it. and since ipods have so many accessories they are always nice too.. the cases help protect the body and screen which is good and the ipod bose stereo docks are also very nice but are pretty costly. you could also pick her up an itunes giftcard(sold wherever ipods are sold) so she can get new music right away. \nI got my sister the new scene it dvd trivia game and its a lot of fun we have a few versions already and my whole family loves it.. also if she has a favorite tv show.. dvd box sets make great gifts.\nand digital cameras are definatley an awesome gift. you can even find them now on sale with included printer docks so you can just print the photos from your home at your own convenience."
8,
7,
7,
2,
1,
5,
9,"My close friend hates my BF, and she told me that I was leaving her alone? Some said that she was just jealous, but some said it was my fault. I told her and my group that both of them (GFs and BF)are important to me in different ways, but they didnt stop comparing. She made me choose HER or HIM,  and now it is me that is left alone by her. What can I do? Hey, I think I can appreciate your answer but try following what I have been doing and I guess most of the people are happy with me.\n1. Remember you can not make every one happy all the times, Moral: Make some people happy some times, just prioritize your selves and your time.\n2. Put all focus to the people with whom you are: dont think about ur BF when u r with friend and vice versa."
10,"What is misdemeanor 209-m-7 in Buffalo, NY? I found papers when going through my deceased father's things that said he had been arrested in 1977.  I'm wondering what the charge was. Unfortunately, since 1977, the laws have changed so those numbers don't mean much. You can't find the set of 1977 laws online. You may want to try going to the Buffalo city hall ask for help there."
2,"What are the names of the 25 stars that make up the constellation pisces? I need to know for this science project I'm doind. And it's due tomarrow. The link in the first answer doesn't work.\n\nOnly some of the stars in this constellation have names: \nAlrisha (Alpha Psc), aka Alrescha [Al Rescha, Rescha, El Rischa, Al Richa] or Kaitain or Okda (= the ropes).\nOkda (= Knot) \nFum al Samakah (Beta Psc)(=Mouth of the fish) \nTorcularis Septentrionalis (Omicron Psc) (=Of the northern wine/oil press)\nAlpherg or Kullat-Nunu \nvan Maanen's star"
3,"Bodybuilding? bodybuilding is about sex(N.A.K.E.D) or it is about developing muscles because some of them deposed N.U.D.E? I'm not sure you used the word Deposed in the right context. However, to answer your question bodybuilding is on the same level of any other material possession used to gain status over others; to make one feel achievement when compaired to their peers. It's just like the guy who buys a vet or wears DNKY. You get noticed and you enjoy the feelings that accompany it. There is also the feeling of being HIGH from releasing endorphins, which can be addicting."
7,
5,
5,
7,
6,
10,
7,
10,
4,where can i can find creation myths of every country? on what site? pls help? pls help You should be able to find a lot of indigenous peoples myths from the various hubs of human civilisation at this site:\nhttp://yahooligans.yahoo.com/School_Bell/Social_Studies/Mythology_and_Folklore/Mythology/
2,
7,
2,"Are there any mountains in England? & if so how many? Sure, quite a lot actually, check out this site for more information http://en.wikipedia.org/wiki/Mountains_of_the_United_Kingdom"
3,
2,
4,
4,"I need anybody to assist me on how to get  money/funds.? I need to pay fees for my studies.   \nIN  REGAURD TO THIS MATTER, I REALY NEED CLEAR INFORMATION /GUIDANCE ABOUT HOW I CAN BE ASSISTED Hi Moisi,\n\nI´ve tried alot of different ways to make money online over the past ""painful"" 2 years and theres alot of crap out there that just doesn´t work, it´s amazing how they can keep getting awy with it! Now after soooo many disappointments I´m using Data Entry Pro and it´s now making me money (finally!) online. \n\nAnyway, basically you sign up with them and then once your logged in you just fill in as many forms as you like in their members section and you get paid for each one. I get checks from them every 2 weeks each averaging around $250-$350. You could make more but I just use the site as an extra income stream aswell as my full time job so I only work on it for around an hour each night. \n\nYou do have to be prepared to spend a little money though if you want to do anything online like this but it´s already been worth it for me.\n\nHere`s the link you can get them at anyway -> www.protry.com \n\nHope this helps!\nGoodluck,\nDave"
8,
8,
7,
7,"My question got removed but I still want to know, can I have my cake and eat it to? What's wrong with that question? I don't get it... no make a choice, and stop cheating on me!"
9,"Should I give my phone number to a woman or ask for hers? I like a girl I met who works at a department store.  We had a nice chat while I was buying something and I left her my card.  It has been two weeks and I have not heard from her, even though she seemed interested in me when we met.  Should I assume that she is not interested in me or did I make the mistake of not asking for her number?  Should I go back to ask for her number or should I just accept that she isn't interested? You should go back to the store at about the time that she finishes work but not give ask her phone number or ask her why she did not call you. Buy somth and then ask her to go for a beer.\nBe careful it is not good to show to girls that you are offended or that you feel bad that she did not call you. She might have forgot it or was ashamed to call a stranger."
5,
7,
7,
7,
6,
8,"Is there a way to subscribe to Sirius to catch Howard's show around the world online? I'm living in Tokyo and often travel in China and would love to hear Howard uncensored. I'm a 20 year fan of his since the mid-1980's in NYC. Please help if you know the answer! While Howard will not be available online, subscribers can listen to all of Sirius' other commercial-free music online if you are a subscriber."
10,
2,"Treatment of Idiopathic Senile Peripheral Neuropathy (burning sensations of Feet)? 83yr Female nondiabetic presnets with parasthesiasof feet due to idiopathic senile peripheral neuropathy, B12: normal, diet: normal. Tried application of local anestetics on sole but got no benefit. She seeks medical treatment? This is not a good place to ask medical questions, at least not when somebody's health is in danger. She needs to talk with a doctor."
2,
3,
6,
6,"Will the Indian Cricket Team Win the 2007 World Cup in West Indies ? http://en.wikipedia.org/wiki/Cricket Hmmm..... It's a tricky one. So, here is a tricky answer from my side.\n\nOn their current form India looks capable of winning the WC 2007, Infactany team can win it. If we look at the ICC ODI Ranking Table then we would see that Australia is 1st and way ahead. But competition is strict from 2nd to 7th as South Africa is marginally ahead of Pakistan who is followed by India, England, Sri Lanka, and New Zealand. This shows how close these teams are when it comes to their standard of play and their consistency. It also means that from 2nd to 7th Position any team can beat its opponent (Even Australia, As New Zealand has just proved it by beating Australia in a record chase). So I think any of the Top Seven teams can won the World Cup on its day. Now a days ODI cricket has become so unpredictable that any thing can happen. \n\nComing back to the question, I would say that Aussies are favorites to defend their title but a bad day can stop their march towards a dream hat trick. Apart from Australia, every other team (i.e.; England, India, New Zealand, Pakistan, Sri Lanka, South Africa) have equal chance to win the WC 2007. Any of the above mentioned team can make Aussies pay for their mistakes on the certain day. So, I would say that, India has equal chance of winning the World Cup 2007 as any other Top 7 team, with Aussies being the Favorites."
7,
1,
10,
7,"how do i store heirloom dishes (i.e china crystal etc.)? what can i use for packaging? We actually just unpacked our good china from the boxes for Christmas dinner.  It's all stored in a huge box (50 lbs worth of dishes) and it's packed with foam padding (like the type you use when you put down floors or rugs), cardboard and tissue paper.  You have to make sure you pad and wrap everything individually before stacking them in the box.  You can also pour foam peanuts (from the post office or a packing store) in the box after you put all the dishes in before you seal the box.  Don't forget to mark it FRAGILE!"
5,
1,
7,
4,
7,
7,
7,"With one year left on my lease for my retail store, when should I begin to re-negotiate for a new one? I have a retail store with one year left on my lease. I am wondering when would be a good time to start talks with the landlord. Should I wait for another 3 months or perhaps 6 months? Or should I let it be known I want to extend it now? I would start to plant the seed with the landlord soon. You will be in a better position to negotiate with him if you have more time and thought invested. Start by dropping hints and let him know what you like and dislike about where you are. Also check out what similar areas in other retail locations are renting for. Not for the sake of moving, but to use in your negotiation process if needed.\n\nNegotiating is like dating. Not many people say yes to a marrige proposal on the first date. You have to court that person for some time before popping the big question."
5,"I received email from Administrator@yahoo.com that they will suspend my account. I do not understand why.? And the email's attachment with virus. I wonder if the email is really from Yahoo or not. This looks like a fake email.\n\nLegitimate Yahoo email headers would look like this, including a confirmation by Yahoo! DomainKeys:\n\n\n""Yahoo! Answers"" \n<answers-abuse@cc.yahoo-inc.com>  \n\nYahoo! DomainKeys has confirmed that this message was sent by cc.yahoo-inc.com"
10,"where is osama bin laden at? tell me where he is so we share that 25 million dollars award I don't know where he is but I do know one place where he hasn't been. Our local pizza shop will give the person who captures him, free pizza for life, so I know he hasn't been brought in there yet."
3,
7,
2,"How to solve Magic Cube ? Could please tell me the logic of solving a magic cube with six faces having six different colours suffeled in disorder (I mean the real solid cube.)\n\nThanks \nBarbie N Unless you know about group theory, there is going to be no mathematics involved to solve the Magic Cube(better known as Rubik's Cube). To read about relation between group theory and Rubik's Cube, visit http://web.usna.navy.mil/~wdj/rubik_nts.htm\n\nThere are a lot of different algorithms to solve Rubik's cube. Layer by Layer is the most suitable for beginners. Fridrich method is popular among speedcubers. One that I use is mixture of these two algorithms and my average time is about 70 seconds. Good speedcubers have average of about 15 seconds.\nTo find out more about speedcubing visit http://www.speedcubing.com/\n\nIf you just want to solve the cube without learning how to solve it, you can visit http://www.roobik.com/cgi-bin/rubix/rubix.cgi\nto repair your cube."
5,
2,what is pi? what is pi to the hundred decimal 3.1415926535 8979323846 2643383279 5028841971 6939937510 5820974944 5923078164 0628620899 8628034825 3421170679 8214808651 3282306647 0938446095 5058223172 5359408128 4811174502 8410270193 8521105559 6446229489 5493038196 4428810975 6659334461 2847564823 3786783165 2712019091 4564856692 3460348610 4543266482 1339360726 0249141273 7245870066 0631558817 4881520920 9628292540 9171536436 7892590360 0113305305 4882046652 1384146951 9415116094 3305727036 5759591953 0921861173 8193261179 3105118548 0744623799 6274956735 1885752724 8912279381 8301194912 9833673362 4406566430 8602139494 6395224737 1907021798 6094370277 0539217176 2931767523 8467481846 7669405132 0005681271 4526356082 7785771342 7577896091 7363717872 1468440901 2249534301 4654958537 1050792279 6892589235 4201995611 2129021960 8640344181 5981362977 4771309960 5187072113 4999999837 2978049951 0597317328 1609631859 5024459455 3469083026 4252230825 3344685035 2619311881 7101000313 7838752886 5875332083 8142061717 7669147303 5982534904 2875546873 1159562863 8823537875 9375195778 1857780532 1712268066 1300192787 6611195909 2164201989 3809525720 1065485863 2788659361 5338182796 8230301952 0353018529 6899577362 2599413891 2497217752 8347913151 5574857242 4541506959 5082953311 6861727855 8890750983 8175463746 4939319255 0604009277 0167113900 9848824012 8583616035 6370766010 4710181942 9555961989 4676783744 9448255379 7747268471 0404753464 6208046684 2590694912 9331367702 8989152104 7521620569 6602405803 8150193511 2533824300 3558764024 7496473263 9141992726 0426992279 6782354781 6360093417 2164121992 4586315030 2861829745 5570674983 8505494588 5869269956 9092721079 7509302955 3211653449 8720275596 0236480665 4991198818 3479775356 6369807426 5425278625 5181841757 4672890977 7727938000 8164706001 6145249192 1732172147 7235014144 1973568548 1613611573 5255213347 5741849468 4385233239 0739414333 4547762416 8625189835 6948556209 9219222184 2725502542 5688767179 0494601653 4668049886 2723279178 6085784383 8279679766 8145410095 3883786360 9506800642 2512520511 7392984896 0841284886 2694560424 1965285022 2106611863 0674427862 2039194945 0471237137 8696095636 4371917287 4677646575 7396241389 0865832645 9958133904 7802759009 9465764078 9512694683 9835259570 9825822620 5224894077 2671947826 8482601476 9909026401 3639443745 5305068203 4962524517 4939965143 1429809190 6592509372 2169646151 5709858387 4105978859 5977297549 8930161753 9284681382 6868386894 2774155991 8559252459 5395943104 9972524680 8459872736 4469584865 3836736222 6260991246 0805124388 4390451244 1365497627 8079771569 1435997700 1296160894 4169486855 5848406353 4220722258 2848864815 8456028506 0168427394 5226746767 8895252138 5225499546 6672782398 6456596116 3548862305 7745649803 5593634568 1743241125 1507606947 9451096596 0940252288 7971089314 5669136867 2287489405 6010150330 8617928680 9208747609 1782493858 9009714909 6759852613 6554978189 3129784821 6829989487 2265880485 7564014270 4775551323 7964145152 3746234364 5428584447 9526586782 1051141354 7357395231 1342716610 2135969536 2314429524 8493718711 0145765403 5902799344 0374200731 0578539062 1983874478 0847848968 3321445713 8687519435 0643021845 3191048481 0053706146 8067491927 8191197939 9520614196 6342875444 0643745123 7181921799 9839101591 9561814675 1426912397 4894090718 6494231961 5679452080 9514655022 5231603881 9301420937 6213785595 6638937787 0830390697 9207734672 2182562599 6615014215 0306803844 7734549202 6054146659 2520149744 2850732518 6660021324 3408819071 0486331734 6496514539 0579626856 1005508106 6587969981 6357473638 4052571459 1028970641 4011097120 6280439039 7595156771 5770042033 7869936007 2305587631 7635942187 3125147120 5329281918 2618612586 7321579198 4148488291 6447060957 5270695722 0917567116 7229109816 9091528017 3506712748 5832228718 3520935396 5725121083 5791513698 8209144421 0067510334 6711031412 6711136990 8658516398 3150197016 5151168517 1437657618 3515565088 4909989859 9823873455 2833163550 7647918535 8932261854 8963213293 3089857064 20467
9,
5,
2,"Tried to send emails to IDRC and FAO but failed.Is it possible to communicate via free emails.? Tried to send my Reume to IDRC and FAO for consultancy/project job assignment but failed due to the reply of Hotmail service that it is no longer free to email to these organizations.Further, I am a resident of Pakistan, I request how to communicate to my required destinations.\nThanks. And this is chemistry how??"
7,"How can I contact the Sprint Fraud Management department. It seems as thought there is no way to contact them? I was wrongly charged for some services that I did not order from Sprint. I contacted Sprint's Fraud Management, filled out the paperwork as instructed and mailed them in. Its been three months and I have not heard anything from that department. I have not been able to contact them to find out the status of my complaint. My question is: ""How can I deal with this problem and get that false charged off my credit report?"" I recommend checking your credit report to see if Sprint has placed this account on there.  The only company that gives free credit reports offered by the government is annualcreditreport.com.  If the Sprint account is on there but you never opened any account with them you might be the victim of identity theft.  Your first step is to place a fraud victim security alert on your credit report which lasts approximentally 3 months to a year depending on the credit bureau.  Your next step is to go to your local police department and file an identity theft report.  Once you have a copy of your police report send it in along with a letter disputing the account as not belonging to you to the credit bureau.  They will send a copy of your police report to Sprint for you and block the account from appearing on your credit report."
7,
7,
2,
10,
7,"how old is yahoo .com? how old am i Yahoo! was founded in 1994 by Stanford Ph.D. students David Filo and Jerry Yang. \n\nSo, that would make them approximately 11 years old."
8,
7,"Is it better to leave the heat on at the same temp or lower it at night/when you are out? If it is better to turn it down at times, wouldn't the heater kick in more (and therefore use up more gas) to warm up the extra chilly air? The gas company tells me to leave it on at the same temp throughout, others tell me otherwise - and I have no idea who is right. Should I really trust the company who stands to gain more profit  from me getting higher bills (even though I lean towards their rationale)? You are better off turning it down at night. You can get a programmable thermostat so you don't have to do it manually. You can get a 7 day programmable (recommended if you will be changing the temp every day) or a 5/2 (changes it only on weekends). I'd recommend a White-Rodgers 1F80-361"
2,"hey,is it true that one day new york will be destroyed by a big tsunami? like in the movie THE DAY AFTER TOMMORROW Yes Not only NewYork but a lot of countries will loose its lands to killer waves. Miami which was built on the ashes of an valcono will be submerged and a lot of south east asian countries also will be destroyed by these waves. This is happening because of the melting of ice in artic, antartic ice selves. \n\nThis raises the water level and all the low level places will submerge"
8,
5,"What is a blog? I have head this word a lot of times but did not understand it. what does it mean? A blog is a website for which an individual or a group frequently generates text, photographs, video or audio files, and/or links, typically (but not always) on a daily basis. The term is a shortened form of weblog. Authoring a blog, maintaining a blog or adding an article to an existing blog is called ""blogging"". Individual articles on a blog are called ""blog posts,"" ""posts,"" or ""entries"". The person who posts these entries is called a ""blogger"".\n\n    * Electronic communities existed before internetworking. For example the AP wire was, in effect, similar to a large chat room with ""wire fights"" and electronic conversations. Another pre-digital electronic community, amateur (or ""ham"") radio, allowed individuals who set up their own broadcast equipment to communicate with others directly. Ham radio also had logs called ""glogs"" that were personal diaries made using wearable computers in the early 1980s.\n    * Before blogging became popular, digital communities took many forms, including Usenet, e-mail lists and bulletin boards. In the 1990s Internet forum software, such as WebX, created running conversations with ""threads."" Threads are topical connections between messages on a electronic ""corkboard."" See ""Common terms,"" below.\n    * Diarists kept journals on the Web: most called themselves online diarists, journalists, journallers, or journalers. A few called themselves escribitionists. The Open Pages webring contained members of the online-journal community. The first famous journaller was probably Justin Hall.\n    * Other forms of journals kept online also existed. A notable example was game programmer John Carmack's widely read journal, published via the finger protocol.\n    * Websites, including both corporate sites and personal homepages, had and still often have ""What's New"" or ""News"" sections, often on the index page and sorted by date."
2,
7,
3,
3,
1,
7,
2,
10,
8,
4,"explain what features of afranchise reduc the risk of business failure? i just need to know to night if possible. They provide training, equipment, management support, marketing support, supply management, and product development.  And sometimes they offer financing and consulting.  But there are no guarantees.  Even franchises can fail."
5,
7,"please help!  i accidentally spilled popcorn butter on my leather hospital shoe...? it has dark spots now and i don't know how i could get it off... if i can't, it's totally fine... i'll just use it for dirty work or throw it away... try using a flat iron in a low setting and pressing tissue paper between the flat iron and your shoes, the heated butter will go to the heated tissue, drying up the dark spots in the process."
10,
6,
5,"How convert the contents in the textarea to HTML? In the asp.net how retain the style of the contents in the textarea and store to the database.When I use it I can restore the style. Is very easy. If you are using a textarea with a HTMLArea (WYSIWYG) and you want to stores the styles, the solution is to store in the database all the content of the posted field (when you submit the page the content of the textarea will include the formated text, e.g. <p align='center'><b>foo</b></p>). Next, when you want to extract the content from the data base, it's piece of cake because if you want to show it, it's already formated and you will see as the original. \nIf you want to put it in the textarea just write in the HTML source file the following:\n<textarea ...><% // echo the extracted content here %></textarea>\n\nI hope this will help you."
2,
4,
5,
4,"what is the best way to make a photo clearer not by sharpening it, when it is blown up 100 % ? i blew up this blood spatter, because im in forensic science, and i want a clear picture, not like where u can see the digital dots, but a clear picture how do i do that, when it is blown up. what programs do i use ?? help?? If you blow up a photo and you see a lot of pixels, there really is no way to clear it up, even though you may sometimes see people on TV do it.\n\nIf sharpening doesn't work (be sure to use ""unsharp mask"", it allows a greater degree of control than other sharpening options), then I don't there's anything you can do. You can't add information to a photo that is not already there (which is what you are doing when you blow up a digital image and see pixelization)."
10,Who is likely to be the next US President in 2008? 1. Will it be a 'he' or rather a 'she'?\n2. Will that person be a 'D' or an 'R'?\n3. Who could be that person? I think Giuliani.
3,"How can I break my habit of sneaking chocolates and sweets? Whenever I find a stash, I keep going back to it and sneaking some. I want to break this habit! When I learned I was diabetic, I first tried to not eat any chocolate.  Then I discovered that just a small amount (half a dozen mini chocolate chips) would satisfy my craving without blowing my diet.  Something along this line might work for you, too."
8,
2,"do watches keep time the same? I need information for a science project for my middle school daughter. The hypothesis, data, purpose of watches. Maybe charts, graphs. or internet pages where I can search the information. Basically, you have two types of watches a old school wind up mechanical and the new modern quartz watches.  In each of these two types you can have more quality controlled manufacturing of the mechanical components to produce a more accurate watch."
8,What do u think of R.O.D. (Read Or Die) The TV anime series? you can check out www.rodthetv.com check out the OAV I've seen both and while the TV is kinda stupid the OAV was really good!
1,
5,
7,
10,How do you join the Marines? Who do you call? Contact your local Marine Corps recruiter and they'll be able to help you as well as answer any questions you have
5,
7,"""DATSUN PARTS"" GTX 1973 1974 1975 1976 1977? Any one inside europe know where to find ""DATSUN PARTS"" GTX 1973-1977 You can find these parts at the following websites :\nhttp://www.supercar.com/Buick-Century-Luxus-Regal-parts.buick_mid-size.2.htm\nhttp://www.supercar.com/cbsearch.asp?GoToPage=33\nhttp://search.stores.ebay.com/_Vintage-Car-Truck-Parts_W0QQfclZ3QQfsooZ2QQfsopZ2QQsacatZ10073QQsifZ1QQsofpZ4\n\nHope It Helps"
7,"What kind of process was used to change Michael Jackson's skin color? How much did it costs? Is this procedure available to general public? Are there any side affects or dangers on future health? No. It is not available to general public. He had to submit to this procedure due to the skin desease he has called Vitiligo. \n\nThis illness destroys the skin pigmentation in some areas of the body... causing that in a black person skin (like Michael) appear big white patches.\nThe process Michael had was to destroy the pigmentation of the rest of the still coloured skin when the illness was too advanced and he could not put make up on the white patches like he did in the beginning (Late 70s, early 80s)\n\nAlthough I think it is not too dangerous, since its a common procedure to treat patients with advanced Vitiligo it has side effects. This process destroys the pigmentation of the skin, that is the natural protection from the sun, so you have to be very careful with your skin. Especially you cannot be exposed to the sun. That's the reason Michael wears dark clothes, mask, fedora and umbrella most of the times he goes out.\nAnd probably you will have to put some creams for the skin, sun blocker or even take special medicine. \n\nThough I'm not so sure of how much this may cost... I bet it's a lot."
4,
2,
4,
5,
7,
9,i want to buy a present to my boy friend? he is 20 years old& i 17 Use the Wish-o-Matic...it will help you decide.
4,"Okay, what is the secret all Women say they know for estimating the length of a Man's Penis? This is supposed to be done while the Guy is fully clothed.\nDon't really know, have heard so many answers. Whatever they say, it is probably wrong. It is not correlated with the size of any other body part.\nI guess the best estimation would be from the bulge they can observe in the area, in various situations :)"
2,farienheight to celsius? How do you convert them??? F-32&#92;32=C
10,"Can you tell me which state in the U.S.A; pays more& or recieves the most benefits on SSI disability?I am 50 a I  am 50 years old, single and on a fixed  income;SSI disability.I am looking to relocate and want to choose the best area for help since I have no family.\nThank you. It is my understanding that SSI disability is a federal program under Social Security. Therefore there is no difference in the benefits received in different states.\n\nInstead of looking for more money, perhaps you should consider finding where it's less expensive to live on the income you have."
1,"What are some good ways to hint about gifts that you want? Without being too bold?  I just get sick of people buying me stuff that I do not want.  I usually declare things pretty boldly, and then I don't get those items. I don't think it's in bad form to send around a wish list to your relatives and friends. I actually prefer it when I get a wish list for someone 'cause I always worry that I'm getting them something they don't want.\n\nIf you're into books, games, dvds, or cds, Amazon has a wish list function built in that's searchable by name, so creating a wishlist on there and letting people know about it would be a good way to hint to them what you want. Plus it lets them pick depending on how much they want to spend on you."
10,"Ok...""D""...The original question about invasion of privacy has been rephrased.....? My hotel, in Colorado, (as well as all the hotels in this brand) require a mailing address in order to check in. The reservation process can NOT be completed unless an address is put into the system. A guest last night told me it was against the law for me to ask for his mailing address...that it was an invasion of his privacy. He proceeded to tell me that in his business- banking- that it was an invasion of privacy to ask for an address. I asked him if I were to show up at his bank and try to open an account without giving an address, would he do it, and he said that he is legally not allowed to ask for an address. I disagreed with him and he gave a false address anyway. \n\nPlease, in the future, refrain from treating me as an imbecile and simply ask me to add more information to my question. Me not giving enough information in the original question means only that I am unfamiliar with laws and NOT that I am uneducated. : ) Tell him, that if his check or credit card ""bounces"", how are you going to know where to look for him...\n\nAlso, if he pays cash, and then trashes the room, you still want to know where you can ""track him down!""\n\nThink of it as a short-term rental agreement. He doesn't get what he wants, until you get what you need, or at least have the ""security"" to know how you would be able to recover that consideration in the future, should the need arise!"
8,"Britney Sues Us Weekly? Your Thoughts? Britney Spears has filed a $20 million libel lawsuit against Us Weekly, charging the celebrity magazine published a false story reporting she and husband Kevin Federline had made a sex tape and were worried about its release.The lawsuit, filed Monday, seeks $10 million in libel damages and $10 million for misappropriating the 24-year-old pop singer's name and image to promote sales. It also seeks unspecified punitive damages.""We have a very credible source and we stand by our story,"" Us Weekly spokesman Alex Dudley said Tuesday in a statement.According to the lawsuit, the article was published Oct. 17 in the magazine's ""Hot Stuff"" column and claimed that Spears and Federline feared the release of a secret sex tape, which they had viewed with their estate planning lawyers.The article stated that Spears gave a copy of the tape to the lawyers on Sept. 30 and that she and her husband were ""acting goofy the whole time"" while watching the video. Your Thoughts? She's way over rated and just wants to be in the spotlight like she used to be"
7,
7,
7,
7,"If you want to advertise your web site for viewers or buyers to come how do you do this? yes, have web site   www.internationalcoast2coast  wholesale travel, LIFETIME VACATIONS TO GIVE AWAY FOR FAMILY, FRIENDS, BUSINESS INCENTIVES TO GIVE AWAY TO BUILD YOUR BUSINESS. hi.. i just wanted to say thank you 4 answering my Q. unfortunately I don't know the answer of your's."
2,
8,"Does anyone know of any FREE downloading sites for music that can be burnt on to cd's? I've heard Limewire. THATS NOT FREE ANYMORE.. um KAZAA messes up my computer. ARES works, but you have to burn with musicmatch jukebox and that cost money after so many burns. Windx or something like that DOES NOT work. The site is down no longer exists! imesh5"
7,
